Période_détail,Période,ABJC_CA_PNB,ABJC_Total Bilan,ABJC_RE_RBE,ABJC_Résultat Net,ABJC_Capitaux propres,BICB_CA_PNB,BICB_Total Bilan,BICB_RE_RBE,BICB_Résultat Net,BICB_Capitaux propres,BICC_CA_PNB,BICC_Total Bilan,BICC_RE_RBE,BICC_Résultat Net,BICC_Capitaux propres,BNBC_CA_PNB,BNBC_Total Bilan,BNBC_RE_RBE,BNBC_Résultat Net,BNBC_Capitaux propres,BOAB_CA_PNB,BOAB_Total Bilan,BOAB_RE_RBE,BOAB_Résultat Net,BOAB_Capitaux propres,BOABF_CA_PNB,BOABF_Total Bilan,BOABF_RE_RBE,BOABF_Résultat Net,BOABF_Capitaux propres,BOAC_CA_PNB,BOAC_Total Bilan,BOAC_RE_RBE,BOAC_Résultat Net,BOAC_Capitaux propres,BOAM_CA_PNB,BOAM_Total Bilan,BOAM_RE_RBE,BOAM_Résultat Net,BOAM_Capitaux propres,BOAN_CA_PNB,BOAN_Total Bilan,BOAN_RE_RBE,BOAN_Résultat Net,BOAN_Capitaux propres,BOAS_CA_PNB,BOAS_Total Bilan,BOAS_RE_RBE,BOAS_Résultat Net,BOAS_Capitaux propres,CABC_CA_PNB,CABC_Total Bilan,CABC_RE_RBE,CABC_Résultat Net,CABC_Capitaux propres,CBIBF_CA_PNB,CBIBF_Total Bilan,CBIBF_RE_RBE,CBIBF_Résultat Net,CBIBF_Capitaux propres,CFAC_CA_PNB,CFAC_Total Bilan,CFAC_RE_RBE,CFAC_Résultat Net,CFAC_Capitaux propres,CIEC_CA_PNB,CIEC_Total Bilan,CIEC_RE_RBE,CIEC_Résultat Net,CIEC_Capitaux propres,ECOC_CA_PNB,ECOC_Total Bilan,ECOC_RE_RBE,ECOC_Résultat Net,ECOC_Capitaux propres,ETIT_CA_PNB,ETIT_Total Bilan,ETIT_RE_RBE,ETIT_Résultat Net,ETIT_Capitaux propres,FTSC_CA_PNB,FTSC_Total Bilan,FTSC_RE_RBE,FTSC_Résultat Net,FTSC_Capitaux propres,LNBB_CA_PNB,LNBB_Total Bilan,LNBB_RE_RBE,LNBB_Résultat Net,LNBB_Capitaux propres,NEIC_CA_PNB,NEIC_Total Bilan,NEIC_RE_RBE,NEIC_Résultat Net,NEIC_Capitaux propres,NSBC_CA_PNB,NSBC_Total Bilan,NSBC_RE_RBE,NSBC_Résultat Net,NSBC_Capitaux propres,NTLC_CA_PNB,NTLC_Total Bilan,NTLC_RE_RBE,NTLC_Résultat Net,NTLC_Capitaux propres,ONTBF_CA_PNB,ONTBF_Total Bilan,ONTBF_RE_RBE,ONTBF_Résultat Net,ONTBF_Capitaux propres,ORAC_CA_PNB,ORAC_Total Bilan,ORAC_RE_RBE,ORAC_Résultat Net,ORAC_Capitaux propres,ORGT_CA_PNB,ORGT_Total Bilan,ORGT_RE_RBE,ORGT_Résultat Net,ORGT_Capitaux propres,PALC_CA_PNB,PALC_Total Bilan,PALC_RE_RBE,PALC_Résultat Net,PALC_Capitaux propres,PRSC_CA_PNB,PRSC_Total Bilan,PRSC_RE_RBE,PRSC_Résultat Net,PRSC_Capitaux propres,SAFC_CA_PNB,SAFC_Total Bilan,SAFC_RE_RBE,SAFC_Résultat Net,SAFC_Capitaux propres,SCRC_CA_PNB,SCRC_Total Bilan,SCRC_RE_RBE,SCRC_Résultat Net,SCRC_Capitaux propres,SDCC_CA_PNB,SDCC_Total Bilan,SDCC_RE_RBE,SDCC_Résultat Net,SDCC_Capitaux propres,SDSC_CA_PNB,SDSC_Total Bilan,SDSC_RE_RBE,SDSC_Résultat Net,SDSC_Capitaux propres,SEMC_CA_PNB,SEMC_Total Bilan,SEMC_RE_RBE,SEMC_Résultat Net,SEMC_Capitaux propres,SGBC_CA_PNB,SGBC_Total Bilan,SGBC_RE_RBE,SGBC_Résultat Net,SGBC_Capitaux propres,SHEC_CA_PNB,SHEC_Total Bilan,SHEC_RE_RBE,SHEC_Résultat Net,SHEC_Capitaux propres,SIBC_CA_PNB,SIBC_Total Bilan,SIBC_RE_RBE,SIBC_Résultat Net,SIBC_Capitaux propres,SICC_CA_PNB,SICC_Total Bilan,SICC_RE_RBE,SICC_Résultat Net,SICC_Capitaux propres,SIVC_CA_PNB,SIVC_Total Bilan,SIVC_RE_RBE,SIVC_Résultat Net,SIVC_Capitaux propres,SLBC_CA_PNB,SLBC_Total Bilan,SLBC_RE_RBE,SLBC_Résultat Net,SLBC_Capitaux propres,SMBC_CA_PNB,SMBC_Total Bilan,SMBC_RE_RBE,SMBC_Résultat Net,SMBC_Capitaux propres,SNTS_CA_PNB,SNTS_Total Bilan,SNTS_RE_RBE,SNTS_Résultat Net,SNTS_Capitaux propres,SOGC_CA_PNB,SOGC_Total Bilan,SOGC_RE_RBE,SOGC_Résultat Net,SOGC_Capitaux propres,SPHC_CA_PNB,SPHC_Total Bilan,SPHC_RE_RBE,SPHC_Résultat Net,SPHC_Capitaux propres,STAC_CA_PNB,STAC_Total Bilan,STAC_RE_RBE,STAC_Résultat Net,STAC_Capitaux propres,STBC_CA_PNB,STBC_Total Bilan,STBC_RE_RBE,STBC_Résultat Net,STBC_Capitaux propres,SVOC_CA_PNB,SVOC_Total Bilan,SVOC_RE_RBE,SVOC_Résultat Net,SVOC_Capitaux propres,TTLC_CA_PNB,TTLC_Total Bilan,TTLC_RE_RBE,TTLC_Résultat Net,TTLC_Capitaux propres,TTLS_CA_PNB,TTLS_Total Bilan,TTLS_RE_RBE,TTLS_Résultat Net,TTLS_Capitaux propres,UNLC_CA_PNB,UNLC_Total Bilan,UNLC_RE_RBE,UNLC_Résultat Net,UNLC_Capitaux propres,UNXC_CA_PNB,UNXC_Total Bilan,UNXC_RE_RBE,UNXC_Résultat Net,UNXC_Capitaux propres
S1,2017,6505009000.0,,766052000.0,540034000.0,,,,,,,22376000000.0,,8296000000.0,5994000000.0,,20155263000.0,,1313543000.0,,,17857000000.0,,7720000000.0,7281000000.0,,17308000000.0,,8820000000.0,6575000000.0,,15205000000.0,,7687000000.0,5980000000.0,,15026000000.0,,6198000000.0,4291000000.0,,9910000000.0,,5314000000.0,4130000000.0,,12158000000.0,,6003000000.0,3082000000.0,,6459000000.0,,1212000000.0,897000000.0,,22728000000.0,,15465000000.0,10074000000.0,,42105453000.0,,2420327000.0,1567736000.0,,289965000000.0,,2648000000.0,1320000000.0,,35636000000.0,,15016000000.0,10200000000.0,,532357000000.0,,,72076000000.0,,20974000000.0,,592000000.0,1009000000.0,,,,,,,2174717915.0,,-73702079.0,-88919822.0,,32979000000.0,986844000000.0,14344000000.0,10710000000.0,,69595767055.0,,4250703473.0,2398135141.0,,82109000000.0,,21503000000.0,15221000000.0,,,,,,,,,,,,91331383000.0,,22509399000.0,16281751000.0,,25133000000.0,,,,,,,,-1344000000.0,,32281082749.0,,3121363835.0,2622118825.0,,42688000000.0,,1034000000.0,956000000.0,,47738152285.0,,4957088305.0,11643459114.0,,9739000000.0,,356000000.0,215000000.0,,55707000000.0,,28389000000.0,23488000000.0,,154046000000.0,,3574000000.0,2369000000.0,,28308000000.0,,14548000000.0,9633000000.0,,,,,,,3614798000.0,,-392864000.0,-477135000.0,,88536252421.0,,10401361195.0,7320593829.0,,43422458921.0,,6193995170.0,3804291598.0,,483551000000.0,,165941000000.0,111424000000.0,,36443910950.0,,9986556311.0,7360242218.0,,74017000000.0,,10307000000.0,6922000000.0,,2529842979.0,,645701499.0,535794548.0,,30413897000.0,,-873749000.0,-281857000.0,,6475016790.0,,538594151.0,551421877.0,,175488000000.0,,7146000000.0,4766000000.0,,152488000000.0,,,,,31006652.0,,-1696988.0,-2945344.0,,19321563780.0,,2594156101.0,,
S2,2017,,,,,,,,,,,,,,,,,,,,,,,,,,36417000000.0,,18854000000.0,12713000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134796452000.0,,12460936000.0,8707734000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1,2018,5536146000.0,,799452000.0,571843000.0,,,,,,,24257000000.0,,6867000000.0,4220000000.0,,21917361000.0,,1379935000.0,,,19911000000.0,,9223000000.0,6805000000.0,,18698000000.0,,10080000000.0,7624000000.0,,15727000000.0,,7589000000.0,6756000000.0,,14401000000.0,,5103000000.0,4569000000.0,,10477000000.0,,5384000000.0,4338000000.0,,11913000000.0,,4377000000.0,3802000000.0,,6474000000.0,,653000000.0,835000000.0,,25780000000.0,,16636000000.0,11198000000.0,,48391596000.0,,4291342000.0,2895889000.0,,266293000000.0,,3225000000.0,1956000000.0,,41662000000.0,,18867000000.0,11790000000.0,,511649000000.0,,,94672000000.0,,19656000000.0,,107000000.0,-59000000.0,,,,,,,626791101.0,,-308392485.0,-313091602.0,,35423000000.0,1029107000000.0,15551000000.0,4557000000.0,,78013392874.0,,6668416761.0,1509163232.0,,83411000000.0,,26962000000.0,19191000000.0,,,,,,,,,,7003000000.0,,,,,,,23187000000.0,,1360000000.0,861000000.0,,,,,,,,,,,,44397000000.0,,748000000.0,535000000.0,,46975904930.0,,2889523522.0,8940180112.0,,11029000000.0,,1069000000.0,764000000.0,,62394000000.0,,32143000000.0,19983000000.0,,171095000000.0,,4315000000.0,3020000000.0,,34372000000.0,968532000000.0,18932000000.0,12632000000.0,,520028946.0,,,-220526336.0,,3665251000.0,,-3582000.0,-132691000.0,,87585803351.0,,6388878374.0,3430863192.0,,59572460712.0,,4905684779.0,,,506370000000.0,,159081000000.0,104512000000.0,,30347250058.0,,2375620260.0,1641438899.0,,56402000000.0,,-316000000.0,-1675000000.0,,2963241068.0,,56976398.0,90929207.0,,35993827000.0,,-1359067000.0,-1665519000.0,,,,,,,208556000000.0,,8453000000.0,7025000000.0,,184892000000.0,,,,,30641347.0,,-2097575.0,-3528002.0,,20038481397.0,,2864328524.0,,
S2,2018,,,,,,,,,,,,,,,,,,,,,,,,,,39643000000.0,,20846000000.0,17293000000.0,,,,,,,,,,,,,,,,,24949000000.0,,8837000000.0,8509000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100793109000.0,,-11605542000.0,-12612926000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1,2019,5985253000.0,,1042584000.0,797730000.0,,,,,,,23027000000.0,,6057000000.0,704000000.0,,21708014000.0,,967391000.0,528910000.0,,19448000000.0,,8650000000.0,7957000000.0,,20782000000.0,,11602000000.0,9124000000.0,,17097000000.0,,7684000000.0,6734000000.0,,14582000000.0,,3622000000.0,-9040000000.0,,11138000000.0,,5595000000.0,4530000000.0,,14145000000.0,,6639000000.0,4010000000.0,,6106000000.0,,573000000.0,503000000.0,,29989000000.0,,19087000000.0,13789000000.0,,50975334000.0,,3741230000.0,2598508000.0,,313444000000.0,,5858000000.0,3042000000.0,,40239000000.0,,18590000000.0,12886000000.0,,450397000000.0,,,95660000000.0,,17735000000.0,,20000000.0,254000000.0,,,,,,,965349096.0,,-163713878.0,-572334450.0,,32354000000.0,1148696000000.0,10233000000.0,5907000000.0,,79258936138.0,,3379474485.0,181352699.0,,78361000000.0,,21495000000.0,13884000000.0,,,,,,,,,,2782000000.0,,66497628000.0,,9760195000.0,9077333000.0,,26623000000.0,,1285000000.0,850000000.0,,,,,-211000000.0,,33007128465.0,,-605273464.0,-3573901281.0,,45413000000.0,,1480000000.0,1235000000.0,,46792947562.0,,2873177813.0,11768097910.0,,9503000000.0,,548000000.0,388000000.0,,71513000000.0,,34746000000.0,23710000000.0,,175658000000.0,,4719000000.0,3278000000.0,,33294000000.0,1082337000000.0,17087000000.0,12698000000.0,,1252772454.0,,,120022240.0,,3494373000.0,,-190249000.0,147052000.0,,93833656897.0,,12095557744.0,8782797292.0,,39487263276.0,,-1257651633.0,,,541997000000.0,,157426000000.0,93818000000.0,,29411398163.0,,3747533006.0,2680855674.0,,64361000000.0,,1353000000.0,-851000000.0,,3362331001.0,,467127636.0,469817631.0,,45368153000.0,,1870504000.0,1880285000.0,,,,,,,227251000000.0,,7780000000.0,5616000000.0,,216680000000.0,,,,,,,,,,20838332772.0,,2085847656.0,1506228567.0,
S2,2019,,,,,,,,,,,,,,,,,,,,,,,,,,42727000000.0,,23411000000.0,18511000000.0,,,,,,,,,,,,,,,,,30102000000.0,,12364000000.0,9115000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104587935000.0,,-3978947000.0,-5562421000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1,2020,2869634000.0,,-505044000.0,-480087000.0,,,,,,,23380000000.0,,7297000000.0,4715000000.0,,19005530000.0,,846780000.0,389550000.0,,22950000000.0,,11481000000.0,8081000000.0,,23231000000.0,,12655000000.0,9295000000.0,,19926000000.0,,10034000000.0,7312000000.0,,15853000000.0,,6082000000.0,3080000000.0,,11136000000.0,,5604000000.0,3324000000.0,,13389000000.0,,5355000000.0,3692000000.0,,10451000000.0,,1590000000.0,1144000000.0,,32624000000.0,,21244000000.0,16048000000.0,,44358902000.0,,2037327000.0,1329824000.0,,333149000000.0,,6165000000.0,3658000000.0,,39079000000.0,1374237000000.0,17901000000.0,12489000000.0,,459216000000.0,,,76772000000.0,,17077000000.0,,-677000000.0,744000000.0,,,,,,,1208808634.0,,-119435933.0,-401453673.0,,30353000000.0,1230473000000.0,9094000000.0,2826000000.0,,87446168421.0,,10118347367.0,10770324557.0,,79995000000.0,,23480000000.0,14586000000.0,,,,,,,,,,1409000000.0,,75980472000.0,,11561571000.0,10610475000.0,,23821000000.0,,935000000.0,478000000.0,,,,,-402000000.0,,34479059279.0,,4448688409.0,2820366723.0,,59362000000.0,,2654000000.0,1872000000.0,,43677805851.0,,1642919997.0,10833088160.0,,10009000000.0,,542000000.0,408000000.0,,79037000000.0,,41724000000.0,24052000000.0,,154546000000.0,,2234000000.0,1357000000.0,,35900000000.0,1167600000000.0,19400000000.0,15000000000.0,,,,,,,3303060000.0,,-226184000.0,-112006000.0,,87415281978.0,,11818496656.0,7771415742.0,,49350631893.0,,3731939511.0,2562000000.0,,587309000000.0,,155431000000.0,89876000000.0,,33494079081.0,,5242361797.0,3683155901.0,,76282000000.0,,3622000000.0,1728000000.0,,5575542571.0,,23385378.0,43556085.0,,53139563000.0,,1816952000.0,1835153000.0,,,,,,,201397000000.0,,4374000000.0,3063000000.0,,197020000000.0,,,,,,,,,,16629360772.0,,439534616.0,352218340.0,
S2,2020,,,,,,,,,,,,,,,,,,,,,,,,,,47367000000.0,,25132000000.0,17608000000.0,,,,,,,,,,,,,,,,,29997000000.0,,11128000000.0,7667000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1,2021,3554427000.0,,175965000.0,163376000.0,,,,,,,20949000000.0,,6170000000.0,4413000000.0,,23087630000.0,,1482260000.0,931140000.0,,22242000000.0,,11213000000.0,9054000000.0,,24175000000.0,,13838000000.0,11936000000.0,,20399000000.0,,9916000000.0,9043000000.0,,17995000000.0,,8305000000.0,1731000000.0,,12361000000.0,,6598000000.0,5404000000.0,,16273000000.0,,,4061000000.0,,8492000000.0,,575000000.0,304000000.0,,42627000000.0,,28302000000.0,22706000000.0,,56857538000.0,,4903711000.0,3718656000.0,,109101000000.0,,7894000000.0,4263000000.0,,42268000000.0,1550394000000.0,22525000000.0,14740000000.0,,448679000000.0,,,83809000000.0,,18227000000.0,,-79000000.0,-136000000.0,,,,,,,1656997326.0,,207303564.0,-187979771.0,,35901000000.0,1506014000000.0,12829000000.0,10028000000.0,,98793224581.0,,16444086544.0,11156605711.0,,78912000000.0,,25605000000.0,17476000000.0,,466000000000.0,,105000000000.0,68000000000.0,,,,,9597000000.0,,110064498000.0,,40643565000.0,31372570000.0,,28879000000.0,,2086000000.0,1358000000.0,,,,,-631000000.0,,31672246264.0,,4257255255.0,2770763052.0,,60902000000.0,,3846000000.0,2198000000.0,,45472856721.0,,2087370724.0,12973997419.0,,,,,,,88732000000.0,,46429000000.0,30894000000.0,,180724000000.0,,1971000000.0,1074000000.0,,39200000000.0,1224000000000.0,21800000000.0,19000000000.0,,,,,,,3510809000.0,,70081000.0,184587000.0,,123136324339.0,,23381802182.0,15607682718.0,,49038000000.0,,6651000000.0,4178000000.0,,641987000000.0,,190736000000.0,118861000000.0,,40050101665.0,,10149653389.0,7537287459.0,,93379000000.0,,10313000000.0,8056000000.0,,5340717488.0,,1259908899.0,1046442603.0,,65522939000.0,,4847611000.0,3724024000.0,,,,,,,249028000000.0,,7786000000.0,5566000000.0,,183186000000.0,,,,,,,,,,20549934531.0,,1523295890.0,1153748596.0,
S2,2021,,,,,,,,,,,,,,,,,,,,,,,,,,50828000000.0,,28784000000.0,21245000000.0,,,,,,,,,,,,,,,,,35727000000.0,,17550000000.0,11070000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1,2022,4842727000.0,,982049000.0,779721000.0,,,,,,,23146000000.0,,7611000000.0,6105000000.0,,25470395000.0,,1876429000.0,1230606000.0,,21803000000.0,,10393000000.0,10413000000.0,,25926000000.0,,15156000000.0,12228000000.0,,21880000000.0,,10195000000.0,8571000000.0,,16701000000.0,,6848000000.0,1786000000.0,,12413000000.0,,6639000000.0,5446000000.0,,18965000000.0,,,6856000000.0,,8515000000.0,,931000000.0,614000000.0,,52324000000.0,,36330000000.0,27109000000.0,,64533151000.0,,4409515000.0,2720415000.0,,113465000000.0,,8363000000.0,5391000000.0,,45650000000.0,1641965000000.0,24874000000.0,17726000000.0,,545943000000.0,,,111265000000.0,,19485000000.0,,-743000000.0,201000000.0,,,,,,,2852452553.0,,872579191.0,494390382.0,,36100000000.0,1711000000000.0,13220000000.0,9622000000.0,,116525051876.0,,18898241813.0,10222542156.0,,75058000000.0,,19328000000.0,12526000000.0,,480100000000.0,,131800000000.0,83700000000.0,,,,,14470000000.0,,149201866000.0,,55727625000.0,41393818000.0,,36300000000.0,,3315000000.0,2347000000.0,,,,,-218000000.0,,37705501724.0,,-561200016.0,-2437568930.0,,75537000000.0,,3659000000.0,2516000000.0,,44978821308.0,,212543226.0,11892622449.0,,,,,,,103071000000.0,,55740000000.0,28058000000.0,,225033000000.0,,1925000000.0,889000000.0,,43477000000.0,1453331000000.0,25603000000.0,22811000000.0,,,,,,,4547165000.0,,-116710000.0,-93917000.0,,120879940230.0,,6274142657.0,3153010872.0,,113553407895.0,,7562946159.0,5244295058.0,,713367000000.0,,205158000000.0,130311000000.0,,50187543357.0,,13153782977.0,9780599265.0,,103845000000.0,,10310000000.0,6019000000.0,,6075836955.0,,-20007506.0,58516828.0,,72660556000.0,,7221260000.0,7271802000.0,,,,,,,277751000000.0,,8808000000.0,6559000000.0,,231373000000.0,,,,,,,,,,21553026662.0,,1349155361.0,982452697.0,
S2,2022,,,,,,,,,,,,,,,,,,,,,,,,,,56646000000.0,,32632000000.0,25477000000.0,,,,,,,,,,,,,,,,,40503000000.0,,,15581000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1,2023,5475013000.0,,931328000.0,707249000.0,,16991000000.0,1156990000000.0,10786000000.0,10806000000.0,,25813000000.0,,8029000000.0,7226000000.0,,23343111000.0,,605154000.0,295671000.0,,23991000000.0,,12237000000.0,12538000000.0,,29853000000.0,,17989000000.0,15088000000.0,,30279000000.0,,18507000000.0,16568000000.0,,17504000000.0,,7767000000.0,2073000000.0,,13196000000.0,,6902000000.0,5469000000.0,,22921000000.0,,,9436000000.0,,8489000000.0,,1005000000.0,745000000.0,,57656000000.0,,39744000000.0,33179000000.0,,91085234000.0,,6103108000.0,3712447000.0,,114672000000.0,,7918000000.0,4059000000.0,,53158000000.0,1820797000000.0,30768000000.0,23922000000.0,,629215000000.0,,,130830000000.0,,19630000000.0,,306000000.0,2612000000.0,,,,,,,2511375791.0,,467003574.0,162296349.0,,41400000000.0,1957400000000.0,16400000000.0,11400000000.0,,99406906812.0,,15252309779.0,8116566626.0,,69834000000.0,,17174000000.0,11163000000.0,,498700000000.0,,100300000000.0,55900000000.0,,,,,-33479000000.0,,134797910000.0,,31447833000.0,23030820000.0,,37254000000.0,,1544000000.0,1046000000.0,,,65964000000.0,,-64000000.0,,41304548712.0,,-4972694221.0,-8159358060.0,,74139000000.0,,3444000000.0,1683000000.0,,43234276500.0,,806572314.0,13562380632.0,,,,,,,121661000000.0,,70931000000.0,44454000000.0,,267630000000.0,,2884000000.0,1168000000.0,,46593000000.0,1557434000000.0,28255000000.0,24193000000.0,,,,,,,4028251000.0,,337875000.0,221552000.0,,137319580056.0,,8402496312.0,11070893039.0,,133962664214.0,,11737099721.0,7699059159.0,,794126000000.0,,227745000000.0,148594000000.0,,37803101787.0,,5180901506.0,3773984201.0,,94668000000.0,,4392000000.0,2444000000.0,,4993898000.0,,-908513024.0,-985743343.0,,80460072000.0,,8134176000.0,6257686000.0,,,,,,,293793000000.0,,6382000000.0,5003000000.0,,247469000000.0,,6255000000.0,2924000000.0,,,,,,,18075556478.0,,229913491.0,167637701.0,
S2,2023,,,,,,,,,,,,,,,,,,,,,,,,,,60576000000.0,,34567000000.0,29063000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1,2024,5992000.0,,944846000.0,708998000.0,,20084000000.0,1403787000000.0,12720000000.0,10784000000.0,,31852000000.0,,13159000000.0,11405000000.0,,21051823000.0,,400009000.0,-85843000.0,,23185000000.0,,11731000000.0,10929000000.0,,28659000000.0,,15856000000.0,13194000000.0,,36343000000.0,,24262000000.0,17639000000.0,,18213000000.0,,8140000000.0,4819000000.0,,10927000000.0,,4500000000.0,3189000000.0,,23757000000.0,,,10308000000.0,,9615000000.0,,834000000.0,548000000.0,,59892000000.0,2584263000000.0,40086000000.0,33532000000.0,,76995261000.0,,3730376000.0,2145251000.0,,113520000000.0,,7243000000.0,4495000000.0,,58785000000.0,1854163000000.0,33053000000.0,25394000000.0,,602720000000.0,,279820000000.0,137814000000.0,,12099000000.0,,-1300000000.0,3133000000.0,,,,,,,1697302514.0,,-49491090.0,-20528921.0,,45700000000.0,2159000000000.0,18300000000.0,14528000000.0,,116439970331.0,,20910524440.0,12361204203.0,,70996000000.0,,16034000000.0,9330000000.0,,527200000000.0,,132000000000.0,75900000000.0,,,,,-13855000000.0,,107450669000.0,,23030810000.0,16692591000.0,,34723000000.0,,252000000.0,51000000.0,,,68618000000.0,,-37000000.0,,45147420384.0,,4287278203.0,1263847895.0,,82612000000.0,,3503000000.0,1780000000.0,,42651885588.0,,-1292591350.0,18609163950.0,,,,,,,130708000000.0,,77257000000.0,48234000000.0,,298050000000.0,,5651000000.0,2552000000.0,,49767000000.0,1604810000000.0,31013000000.0,25610000000.0,,,,,,,,,,,,147598271931.0,,15861021336.0,10162815766.0,,132360282554.0,,5492894856.0,4200124020.0,,877697000000.0,,301923000000.0,192637000000.0,,36434163562.0,,5864166470.0,4073616572.0,,113379000000.0,,6335000000.0,3303000000.0,,582398514.0,,-585454657.0,-314644909.0,,92332736000.0,,12670572000.0,9646161000.0,,,,,,,319347000000.0,,6785000000.0,6425000000.0,,242881000000.0,,3269000000.0,3840000000.0,,,,,,,13967598566.0,,-1855774915.0,-1910597904.0,
S2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,57490000000.0,,30000000000.0,22419000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25366000000.0,,,11617000000.0,,,,,,,65135000000.0,2797144000000.0,42494000000.0,33754000000.0,,,,,,,,,,,,62842000000.0,1901180000000.0,34679000000.0,28904000000.0,,671278000000.0,,341544000000.0,167593000000.0,,,,,,,,,,,,,,,,,50500000000.0,2709000000000.0,21800000000.0,16314000000.0,,,,,,,73806000000.0,,12109000000.0,7670000000.0,,,,,,,,,,,,,,,,,,,,,,,80399000000.0,,226000000.0,,,,,,,,,,,,,,,,,,,,,,132010000000.0,,80619000000.0,53077000000.0,,,,,,,54302000000.0,1728349000000.0,34653000000.0,29414000000.0,,,,,,,,,,,,,,,,,,,,,,960200000000.0,,334136000000.0,208100000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15711008256.0,,-314219541.0,8216545331.0,
S2,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
